source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,Stance ,Reasoning 
1972925,"#JanakRani (Kiran Juneja) &amp; #PanditAmarnath (Raj Babbar) remembering their home in #Kashmir while cleaning the keys . 
Scene from my film #Sheen released in 2003. 

#KashmiriPanditGenocide 
#Refugeesintheirowncountry https://t.co/4JRUMsfcZO",Pro Ruling,"['kashmir', 'remembering', 'keys']","[{'text': 'kashmir', 'score': 0.522}, {'text': 'remembering', 'score': 0.4453}, {'text': 'keys', 'score': 0.3277}]",kashmir,Pro Ruling,kashmir,For ,Supportive of the Indian narrative in Kashmir; pro-Kashmiri Pandit perspective.
769633,"The success of RSS/BJP's Kashmir policy is explained in 17 seconds by a migrant labourer who is leaving the valley. 
(Video credit: @ainulrhbr) https://t.co/VVsK3y6KeO",Pro OPP,"['kashmir', 'migrant', 'seconds']","[{'text': 'kashmir', 'score': 0.5214}, {'text': 'migrant', 'score': 0.3682}, {'text': 'seconds', 'score': 0.3419}]",kashmir,Pro Opp,kashmir,For ,Supportive of recent political interventions in Kashmir 
817098,"Here is so-trustworthy Modi ""sitting across the table"" with Kashmir leaders a few days before suddenly arresting &amp; detaining them for months, locking down and dismembering the state. https://t.co/54HVO1Ufq0 https://t.co/NXCCHH7n5j",Pro OPP,"['kashmir', 'arresting', 'trustworthy']","[{'text': 'kashmir', 'score': 0.4855}, {'text': 'arresting', 'score': 0.3554}, {'text': 'trustworthy', 'score': 0.2102}]",kashmir,Pro Opp,kashmir,Against ,Clearly criticizing the state's actions 
1602570,"Hey @AmitShah , Do you understand the meaning of responsibility, accountability and moral values? 
I guess you have lost all. Irresponsible fatichar Home Minister...

#LakhimpurKheri #Kashmir",Pro OPP,"['responsibility', 'kashmir', 'lost']","[{'text': 'responsibility', 'score': 0.4901}, {'text': 'kashmir', 'score': 0.4055}, {'text': 'lost', 'score': 0.1911}]",kashmir,Pro Opp,kashmir,Neutral ,"It is very politically-charged against Amit Shah, but nothing is said about Kashmir "
1294390,"In 2 years, only 2 outsiders have purchased the property in Kashmir. Still, the anger against 'demographic change' has led to the killing of civilians by militants, at least 5 in the last 3 days, including Pandits, Sikhs, &amp; outsiders.",Pro OPP,"['kashmir', 'killing', 'change']","[{'text': 'kashmir', 'score': 0.5075}, {'text': 'killing', 'score': 0.2786}, {'text': 'change', 'score': 0.2004}]",kashmir,Pro Opp,kashmir,For ,Supportive of India’s presence in Kashmir; condemns militant violence.
1309396,"The experience of Kashmir for last 30 years had clearly reflected that use of force is not sufficient to control the violent rebellions. Terrorist organisation have been crushed time and again, their supporters have been put behind the bars for innumerable times, +",Pro OPP,"['kashmir', 'force', 'supporters']","[{'text': 'kashmir', 'score': 0.4509}, {'text': 'force', 'score': 0.3804}, {'text': 'supporters', 'score': 0.231}]",kashmir,Pro Opp,kashmir,For ,Pro-India; highlights security efforts in Kashmir.
2667223,Rahul Gandhi doesn’t put 6 million Kashmiris in jail to claim Kashmir! #BharatJodoYatra https://t.co/9xb2VQjvpQ,Pro OPP,"['kashmir', 'million', 'jail']","[{'text': 'kashmir', 'score': 0.4488}, {'text': 'million', 'score': 0.1743}, {'text': 'jail', 'score': 0.1618}]",kashmir,Pro Opp,kashmir,Against ,Against the ruling party and indicates the instability in the state 
317675,Sold out! https://t.co/STkML1YtrS,Pro OPP,"['sold', 'kashmir', 'justice']","[{'text': 'sold', 'score': 0.5347}, {'text': 'kashmir', 'score': 0.496}, {'text': 'justice', 'score': 0.4802}]",kashmir,Pro Opp,kashmir,Neutral ,Does not address Kashmir 
2903668,Rahul Gandhi doesn’t put 6 million Kashmiris in jail to claim Kashmir! #BharatJodoYatra https://t.co/9xb2VQjvpQ,Pro OPP,"['kashmir', 'million', 'jail']","[{'text': 'kashmir', 'score': 0.4488}, {'text': 'million', 'score': 0.1743}, {'text': 'jail', 'score': 0.1618}]",kashmir,Pro Opp,kashmir,Neutral ,Not Anti-Kashmir or anti-India; targets specific government actions.
2255121,"Dear Leader has been India's PM for 8 yrs;
Kashmir is under Central Rule for 3yrs;
Kashmir's Art370 has been revoked for 2+yrs;
Kashmir is guarded by 600,000 security forces;
But, Kashmiri Pandits are still living outside Kashmir;
What they have got is a hate film #KashmirFiles!",Pro OPP,"['kashmir', 'leader', '600']","[{'text': 'kashmir', 'score': 0.5632}, {'text': 'leader', 'score': 0.3351}, {'text': '600', 'score': 0.085}]",kashmir,Pro Opp,kashmir,For ,"Critical of Incumbent, but has a caring undertone for Kashmir "
1920212,The story of Kashmir from the years that only a few remember... #tbt https://t.co/iTfdbDuuMT,Pro OPP,"['kashmir', 'remember', 'few']","[{'text': 'kashmir', 'score': 0.6879}, {'text': 'remember', 'score': 0.3771}, {'text': 'few', 'score': 0.2151}]",kashmir,Pro Opp,kashmir,For ,Spreading awareness about Kashmir 
1247326,"Making Kashmiris forcibly sing the national anthem is an insult to the nation, not to Kashmiris!",Pro OPP,"['anthem', 'kashmiris', 'making']","[{'text': 'anthem', 'score': 0.4627}, {'text': 'kashmiris', 'score': 0.1702}, {'text': 'making', 'score': 0.0001}]",kashmir,Pro Opp,kashmir,For ,"Counters other arguemnts to blame the rest of the nation, instead of Kashmiris. "
2898929,"The Kashmir Files has not been shortlisted for Oscars; the claim made by Vivek Agnihotri and news outlets is false. And Anupam Kher announced that he's shortlisted for best actor, but that award doesn't have a shortlist in the first place | @shinjineemjmdr
https://t.co/GhkbFo2S4v",Pro OPP,"['kashmir', 'actor', 'shortlist']","[{'text': 'kashmir', 'score': 0.3855}, {'text': 'actor', 'score': 0.3809}, {'text': 'shortlist', 'score': 0.1417}]",kashmir,Pro Opp,kashmir,Neutral ,Rather iirelevant to a direct stance on Kashmir 
937314,Police said late Monday evening an #IED was detected on the #Srinagar-Airport road in the Gogoi locality in Budgam district. #Jammu&amp;Kashmir https://t.co/oQUfp6KTCG,Pro OPP,"['detected', 'airport', 'kashmir']","[{'text': 'detected', 'score': 0.439}, {'text': 'airport', 'score': 0.2054}, {'text': 'kashmir', 'score': 0.147}]",kashmir,Pro Opp,kashmir,Neutral ,News 
2922660,"JKPCC @INCJammuKashmir working president Raman Balla Ji @RamanBhalla_ was stopped by @JmuKmrPolice from meeting the protesting Kashmiri Pandits. 

I condemn",Pro OPP,"['incjammukashmir', 'protesting', 'stopped']","[{'text': 'incjammukashmir', 'score': 0.4797}, {'text': 'protesting', 'score': 0.3543}, {'text': 'stopped', 'score': 0.2641}]",kashmir,Pro Opp,kashmir,For ,"Targets government intervention, but supports Kashmiri pandits "
1844305,"AAP :- Anti Corruption Helpline
BJP :- Hindu Muslim.. Kashmir Files

AAP :- 25,000 Jobs, One MLA One Pension
BJP :- Posters of Kashmir Files

AAP :- Compensation for Farmers
BJP :- Why Kashmir Files not Tax Free

AAP :- 300 Unit Free Electricity
BJP :- Azaan, Loudspeaker bla bla.",Pro OPP,"['kashmir', 'pension', 'loudspeaker']","[{'text': 'kashmir', 'score': 0.4724}, {'text': 'pension', 'score': 0.137}, {'text': 'loudspeaker', 'score': -0.0015}]",kashmir,Pro Opp,kashmir,Neutral ,Rather iirelevant to Kashmir-based issues 
1081322,Omar Abdullah on vegetarian wazwaan and representation of Kashmir in films https://t.co/269ebw5rJe,Pro OPP,"['kashmir', 'films', 'vegetarian']","[{'text': 'kashmir', 'score': 0.5926}, {'text': 'films', 'score': 0.4489}, {'text': 'vegetarian', 'score': 0.3857}]",kashmir,Pro Opp,kashmir,For ,Promotes Omar Abdullah's views 
932461,"The spike in civilian #killings have woken up the nation to a new reality in Kashmir. Jolted by the target killings, everybody is asking: Why are things suddenly going wrong in #Kashmir? https://t.co/q4QESR22tS",Pro OPP,"['kashmir', 'killings', 'woken']","[{'text': 'kashmir', 'score': 0.5049}, {'text': 'killings', 'score': 0.4246}, {'text': 'woken', 'score': 0.1708}]",kashmir,Pro Opp,kashmir,For ,Shows concern for deteriorating death tolls in Kashmir 
1079759,"“If the whole purpose was to bring J&amp;K at par with the Union, then separating us by having a separate delimitation defeats the purpose of 5 August decision”: Omar Abdullah (@OmarAbdullah), 
Former #JammuAndKashmir Chief Minister, on all-party meet with PM Modi

#Article370 https://t.co/AMdWSENmAp",Pro OPP,"['kashmir', 'delimitation', 'union']","[{'text': 'kashmir', 'score': 0.4847}, {'text': 'delimitation', 'score': 0.3509}, {'text': 'union', 'score': 0.335}]",kashmir,Pro Opp,kashmir,For ,Tone is such that it wants the best for Kashmir and its people 
2051213,"Militants lobbed a #grenade near Qazigund Dak Bungalow in #Kulgam district, #JammuAndKashmir https://t.co/YtQAuBqxMW",Pro OPP,"['grenade', 'kashmir', 'bungalow']","[{'text': 'grenade', 'score': 0.6769}, {'text': 'kashmir', 'score': 0.3593}, {'text': 'bungalow', 'score': 0.2196}]",kashmir,Pro Opp,kashmir,Against ,It is reporting a security threat rather than expressing support for Kashmir’s governance or people.
2803599,"This 71-year-old former IIT professor braves nasty abuse and bitter hate as he walks around Delhi distributing pamphlets that educate people on issues such as Kashmir, NRC and Ayodhya. https://t.co/HnOOzvlNXg",Pro OPP,"['professor', 'hate', 'kashmir']","[{'text': 'professor', 'score': 0.5944}, {'text': 'hate', 'score': 0.3661}, {'text': 'kashmir', 'score': 0.2772}]",kashmir,Pro Opp,kashmir,Neutral ,Not directly concerning Kashmir 
2558688,"To those who now believe that Kashmir situation was equally bad before Dec 1989, it must be said that insurgency was always there in Kashmir, but intensity increased to unprecedented level after Dec, 1989.

In words of then PM VP Singh, quoted by Rajiv Gandhi in same speech..12/n",Pro OPP,"['kashmir', 'increased', 'bad']","[{'text': 'kashmir', 'score': 0.5682}, {'text': 'increased', 'score': 0.1472}, {'text': 'bad', 'score': 0.1271}]",kashmir,Pro Opp,kashmir,Neutral ,No clear position or opinion made on Kashmir 
2271992,"BJP ecosystem is promoting #TheKashmirFiles.Facts — 

— BJP, an ally of VP Singh prevailed upon him to dismiss INC-NC Govt then &amp; that Jagmohan becomes Guv J&amp;K

— Kashmiri Pandits left J&amp;K during Jagmohan

— BJP has been in Central Govt for 13 years, since. Done zilch for Pandits",Pro OPP,"['kashmir', 'promoting', 'dismiss']","[{'text': 'kashmir', 'score': 0.6505}, {'text': 'promoting', 'score': 0.1448}, {'text': 'dismiss', 'score': 0.0835}]",kashmir,Pro Opp,kashmir,Neutral ,Points out political mismanagment in Kashmir 
623045,"Had never imagined that one-day Sheikh Abdullah's son Farooq Abdullah, 3-time former Chief Minister of Jammu &amp; Kashmir, would describe India as the colonial power. #ModiHaiToMumkinHai",Pro OPP,"['kashmir', 'chief', 'never']","[{'text': 'kashmir', 'score': 0.5272}, {'text': 'chief', 'score': 0.2601}, {'text': 'never', 'score': 0.031}]",kashmir,Pro Opp,kashmir,Against ,This frames India as an oppressor in the context of Kashmir. The hashtag #ModiHaiToMumkinHai may add irony or sarcasm but does not change the fact that the statement critiques India’s governance in Kashmir.
2141783,"Greater Kashmir, which calls itself the “largest circulated English daily” in Jammu and Kashmir, did not carry the news on any of its pages.

Rising Kashmir skipped the story too.

Rounak Bhat reports.

https://t.co/NM7nigrjZV",Pro OPP,"['kashmir', 'news', 'skipped']","[{'text': 'kashmir', 'score': 0.4684}, {'text': 'news', 'score': 0.2672}, {'text': 'skipped', 'score': 0.0927}]",kashmir,Pro Opp,kashmir,Neutral ,No critical stance on Kashmir itself 
1788401,"Hello Modi, Shah &amp; co, sometimes think about resigning too. Not a bad idea. Kashmir is under threat. Assam is under threat. 3000 kgs of drugs seized from border state Gujarat's Adani Port. Hindus are under threat since 2014. In 7 yrs the entire country has come under threat.",Pro OPP,"['kashmir', 'resigning', 'drugs']","[{'text': 'kashmir', 'score': 0.5083}, {'text': 'resigning', 'score': 0.3206}, {'text': 'drugs', 'score': 0.2554}]",kashmir,Pro Opp,kashmir,For ,"Criticaal of incumbent Government (BJP), but wants a good outcome in Kashmir."
114793,"@JKNC_ interview of Farookh Abdullah,father of @OmarAbdulla with @sardesairajdeep detail on feelings on Indian PM and HM and he presume thatKashmiri are far more away from India than they were and China exploited it 
https://t.co/fO7j01LAnn https://t.co/HpSBp4qYXO",Pro OPP,"['thatkashmiri', 'china', 'feelings']","[{'text': 'thatkashmiri', 'score': 0.4981}, {'text': 'china', 'score': 0.4008}, {'text': 'feelings', 'score': 0.1874}]",kashmir,Pro Opp,kashmir,For ,It emphasizes grievances and perceived mismanagement regarding Kashmir’s integration. It shows dispproval towards Govt. 
2273664,"AMAZING BY AAP IN J&amp;K

Location : Doda, Jammu and Kashmir

AAP Rally and Meeting. Huge Support !!

 https://t.co/yOpDoyOAUu",Pro OPP,"['kashmir', 'rally', 'amazing']","[{'text': 'kashmir', 'score': 0.4847}, {'text': 'rally', 'score': 0.4664}, {'text': 'amazing', 'score': 0.3297}]",kashmir,Pro Opp,kashmir,Neutral ,Supportive of AAP. Doesnt reveal much opinions on Kashmir itself. 
1460082,4G restored in #Kashmir after 550 days. Let that sink in.,Pro OPP,"['kashmir', '4g', 'restored']","[{'text': 'kashmir', 'score': 0.4811}, {'text': '4g', 'score': 0.4354}, {'text': 'restored', 'score': 0.4015}]",kashmir,Pro Opp,kashmir,For ,Criticizes political governance in kashmir and is clealry upset due to that. 
2163576,"All those who have created a poisonous anti-Muslim atmosphere with #KashmirFiles must watch this.

The love and affection Kashmiri Muslims and Pandits showered on #Nehru. In 1948.

SIMPLY INCREDIBLE!

Here’s the truth: Kashmir is with India because of Nehru and Shaikh Abdullah. https://t.co/XVGERNf51t",Pro OPP,"['kashmir', 'poisonous', 'atmosphere']","[{'text': 'kashmir', 'score': 0.7201}, {'text': 'poisonous', 'score': 0.2057}, {'text': 'atmosphere', 'score': 0.0683}]",kashmir,Pro Opp,kashmir,For ,Spreads awareness about a positive notion of Kashmir 
303157,Human rights in Kashmir https://t.co/6fPDwonRG2,Pro OPP,"['kashmir', 'rights', 'human']","[{'text': 'kashmir', 'score': 0.6238}, {'text': 'rights', 'score': 0.5436}, {'text': 'human', 'score': 0.2621}]",kashmir,Pro Opp,kashmir,For ,"Sarcastic, and thus conveys the absence of human rights in Kashmir.  Clerly wants a better condition in terms of human rights "
1080855,"Befitting 'BOLTI BANDH' reply by @OmarAbdullah to #NavikaKumar.

Must watch to know the lies spread by the Godi Media about #JammuAndKashmir https://t.co/cwf9ncA0eI",Pro OPP,"['kashmir', 'lies', 'media']","[{'text': 'kashmir', 'score': 0.5796}, {'text': 'lies', 'score': 0.4441}, {'text': 'media', 'score': 0.3188}]",kashmir,Pro Opp,kashmir,For ,Spreads awareness and truth of Kahmir 
597026,"Utterly disgraceful remark by senior Niti Aayog official.. truth is, its not an off the cuff remark, reveals the mindset of the establishment which is trapped in prejudice against Kashmiris. https://t.co/BX7i2LrRFU",Pro OPP,"['prejudice', 'kashmiris', 'official']","[{'text': 'prejudice', 'score': 0.4154}, {'text': 'kashmiris', 'score': 0.3023}, {'text': 'official', 'score': 0.2048}]",kashmir,Pro Opp,kashmir,For ,"Critical of Government, but wants positive results for Kashmiris "
2529268,"Who is going to answer?

#KashmiriPandit #Kashmir https://t.co/K7pK2nVk1B",Pro OPP,"['kashmir', 'pandit', 'who']","[{'text': 'kashmir', 'score': 0.7101}, {'text': 'pandit', 'score': 0.4222}, {'text': 'who', 'score': 0.3506}]",kashmir,Pro Opp,kashmir,For ,Supports Kashmiri Pandit Lives 
2245413,"Shah grandly promised to resettle 6000 people in Kashmir by 2022
#LieLikeModi 
Only 15% of homes promised are built

It was under Congress-UPA that 3800 Kashmiri Pandits were actually settled with homes, aid &amp; jobs between 2008 &amp; 2011.

Now they are fleeing
#ModiFailedIndia https://t.co/VGIDhiKZT6",Pro OPP,"['kashmir', 'resettle', 'congress']","[{'text': 'kashmir', 'score': 0.5337}, {'text': 'resettle', 'score': 0.3508}, {'text': 'congress', 'score': 0.1936}]",kashmir,Pro Opp,kashmir,For ,Politically charged but expects good results for Kashmiri state 
1080910,"A good article by @SaraHayatShah that sheds light on #BJP's dangerous project of ""cultural homogenisation"" in #Kashmir. Also on its politics of using proxies to make inroads. https://t.co/hHV6b4LTJ8",Pro OPP,"['kashmir', 'politics', 'homogenisation']","[{'text': 'kashmir', 'score': 0.5227}, {'text': 'politics', 'score': 0.3183}, {'text': 'homogenisation', 'score': 0.213}]",kashmir,Pro Opp,kashmir,For ,Wants cultural diversity in Kashmir valley 
2791135,"The situation is so worse in Kashmir that Govt. can't even conduct elections.

Shri. @Pawankhera https://t.co/q3jumj6fxX",Pro OPP,"['kashmir', 'elections', 'worse']","[{'text': 'kashmir', 'score': 0.5225}, {'text': 'elections', 'score': 0.4113}, {'text': 'worse', 'score': 0.3203}]",kashmir,Pro Opp,kashmir,Against ,"Highlights, even axaggerates the poor condition of the state "
826937,The cruelty and pain that is being inflicted on Kashmiris will come back to haunt all of us. https://t.co/g2OYCU3pbY,Pro OPP,"['inflicted', 'back', 'kashmiris']","[{'text': 'inflicted', 'score': 0.3955}, {'text': 'back', 'score': 0.3424}, {'text': 'kashmiris', 'score': 0.2673}]",kashmir,Pro Opp,kashmir,For ,Humanely supports Kashmiri lives 
2204663,"""There is no doubt that #KashmiriPandits were targeted, but Muslims were also targeted. #KashmirFiles is a propaganda movie."": AS Dulat, former RAW chief. https://t.co/W3XLNkmjW2",Pro OPP,"['kashmir', 'chief', 'targeted']","[{'text': 'kashmir', 'score': 0.5293}, {'text': 'chief', 'score': 0.2863}, {'text': 'targeted', 'score': 0.2525}]",kashmir,Pro Opp,kashmir,For ,Spreads less-knows awareness about the nuances of ethenic conflict in the state 
1081711,"Praful Khoda Patel of Muslim-majority Lakshadweep has been accused of moving to ban beef-eating and cattle transport, cracking down on protests and destroying fishing infrastructure, with politicians alleging he wants to turn the UT into “another Kashmir” 
https://t.co/PJgJxP4Dlr",Pro OPP,"['kashmir', 'cattle', 'politicians']","[{'text': 'kashmir', 'score': 0.3887}, {'text': 'cattle', 'score': 0.1798}, {'text': 'politicians', 'score': 0.136}]",kashmir,Pro Opp,kashmir,Against ,Refers to Kashmir in a way that creates an impression that it has already become an unstable area 
1549914,"In Kashmir, bikes have become security threats. What sort of madness is this?",Pro OPP,"['bikes', 'kashmir', 'threats']","[{'text': 'bikes', 'score': 0.4559}, {'text': 'kashmir', 'score': 0.4402}, {'text': 'threats', 'score': 0.3801}]",kashmir,Pro Opp,kashmir,Against ,Shows peculiar political and security condition in Kashmir 
1991565,From One Paradise called Kashmir to another Paradise called Arunanchal....I envy you Law Min @KirenRijiju :) https://t.co/JxV5C0HwGr,Pro OPP,"['arunanchal', 'kashmir', 'min']","[{'text': 'arunanchal', 'score': 0.5349}, {'text': 'kashmir', 'score': 0.5085}, {'text': 'min', 'score': 0.3168}]",kashmir,Pro Opp,kashmir,For ,"Refers to Kashmir as ""paradise"" "
691054,"The restoration of 4G in Kashmir was as abrupt as its suspension in August 2019.

This clearly proves there were no “security reasons” &amp; it was done by Modi-Shah purely to crush the rights of Kashmiris.

Restoring it is no benevolence. The govt must now explain what it achieved.",Pro OPP,"['kashmir', 'restoring', '4g']","[{'text': 'kashmir', 'score': 0.4841}, {'text': 'restoring', 'score': 0.3764}, {'text': '4g', 'score': 0.2868}]",kashmir,Pro Opp,kashmir,For ,Speaks for the well-beig of Kashmiri people 
802578,Every one in Kashmir is now employed. https://t.co/Y0hXaPyrp5,Pro OPP,"['kashmir', 'every', 'employed']","[{'text': 'kashmir', 'score': 0.3817}, {'text': 'every', 'score': 0.3411}, {'text': 'employed', 'score': 0.2233}]",kashmir,Pro Opp,kashmir,For ,Reports a positive news for Kashmir 
2063851,"Amidst chest thumping and cacophony in TV debates, one simple point.

BJP has now been ruling for 8 years and preaching for last 7 decades as to how Kashmir should be handled. It must now demonstrate that it’s govt can secure the lives of people in Kashmir. https://t.co/M2YotTiz1f",Pro OPP,"['kashmir', 'tv', 'cacophony']","[{'text': 'kashmir', 'score': 0.5626}, {'text': 'tv', 'score': 0.2161}, {'text': 'cacophony', 'score': 0.1308}]",kashmir,Pro Opp,kashmir,For ,Calls for positive action in the state of Kashmir 
2243027,"Police complaint against ‘#TheKashmirFiles’ director #VivekAgnihotri for ‘Bhopali means homosexual’ comment; FIR sought
https://t.co/yOSLbgSceG",Pro OPP,"['complaint', 'homosexual', 'kashmir']","[{'text': 'complaint', 'score': 0.4947}, {'text': 'homosexual', 'score': 0.3684}, {'text': 'kashmir', 'score': 0.3479}]",kashmir,Pro Opp,kashmir,Neutral ,Concerns the movie more than the state 
269728,“It’s all about land”: Mehbooba Mufti says plundering Kashmiris is BJP's plan in Kashmir  https://t.co/9JYOTBCcJK via @tkwmag,Pro OPP,"['kashmir', 'plundering', 'plan']","[{'text': 'kashmir', 'score': 0.6385}, {'text': 'plundering', 'score': 0.3528}, {'text': 'plan', 'score': 0.2602}]",kashmir,Pro Opp,kashmir,for ,"It portrays the ruling party as exploiting the region, highlighting grievances of Kashmiris."
2724584,"In its charge-sheet against 'The Kashmir Walla' editor, J&amp;K's probe agency claimed that the subscription model of digital media platforms can be used to “foment trouble” in a region. https://t.co/DpKIPHH0Nf",Pro OPP,"['media', 'kashmir', 'charge']","[{'text': 'media', 'score': 0.5373}, {'text': 'kashmir', 'score': 0.2572}, {'text': 'charge', 'score': 0.1284}]",kashmir,Pro Opp,kashmir,Neutral ,It highlights concerns over media freedom and government overreach rather than taking a stance for or against Kashmir itself.
554252,"#MyPiece - For Modi’s politics, peace and stability in Kashmir do not bring benefits, violence and despair of Kashmiri Muslims do. That is the reason Modi is celebrating first anniversary of his repeal of Article 370 at Ayodhya by building Ram temple. https://t.co/55TvQXtgDb",Pro OPP,"['kashmir', 'anniversary', 'politics']","[{'text': 'kashmir', 'score': 0.4916}, {'text': 'anniversary', 'score': 0.3141}, {'text': 'politics', 'score': 0.2001}]",kashmir,Pro Opp,kashmir,For ,"Very critical of Modi but does want to see good outcomes in Kashmir. It portrays the government as exploiting conflict, clearly opposing India’s Kashmir policy and highlighting Kashmiri grievances."
266264,"A picture of a child sitting on the chest, of his lifeless and bloodstained grandfather in Kashmir on Wednesday morning inspired a BJP spokesperson to caption it: “PULITZER LOVERS??”

Read story: 
https://t.co/hjVXTTO5Vv",Pro OPP,"['kashmir', 'grandfather', 'lifeless']","[{'text': 'kashmir', 'score': 0.4348}, {'text': 'grandfather', 'score': 0.328}, {'text': 'lifeless', 'score': 0.3039}]",kashmir,Pro Opp,kashmir,Neutral ,"It underscores insensitivity and poor political messaging rather than taking a direct stance on Kashmir’s status, but the tone is clearly against the BJP’s approach to Kashmir."
266186,".@OnReality_Check | “You (BJP government) have a highly alienated population in Kashmir, a large number of youngsters are ready to join ranks of militants”: Omar Abdullah, Former J&amp;K Chief Minister https://t.co/seuMAzkitC",Pro OPP,"['kashmir', 'youngsters', 'onreality_check']","[{'text': 'kashmir', 'score': 0.5802}, {'text': 'youngsters', 'score': 0.301}, {'text': 'onreality_check', 'score': 0.2241}]",kashmir,Pro Opp,kashmir,Against ,"It is Anti-BJP, not anti-Kashmir "
269020,"‘U.S. Concerned about Kashmir restrictions’: Bipartisan letter to EAM Jaishankar from U.S. House Foreign Affairs Committee, reports @slakster https://t.co/bJaSVu0bZD",Pro OPP,"['kashmir', 'restrictions', 'committee']","[{'text': 'kashmir', 'score': 0.6089}, {'text': 'restrictions', 'score': 0.3512}, {'text': 'committee', 'score': 0.2193}]",kashmir,Pro Opp,kashmir,Neutral ,"Geopolitical in nature, and does not concern Kashmir too much "
1186470,"When something happened in Kashmir before the abrogation of article 370, we used to ask questions to the political class.

Now, we just express concern and sadness at the lives lost. Nobody is responsible.",Pro OPP,"['kashmir', 'political', 'nobody']","[{'text': 'kashmir', 'score': 0.3888}, {'text': 'political', 'score': 0.2814}, {'text': 'nobody', 'score': 0.2414}]",kashmir,Pro Opp,kashmir,Neutral ,"Anti Government, not Anti Kashmir"
360031,"BREAKING

Amazing News from Kashmir

AAP supported candidate @AapMehrajMalik WINS in #DDCElections2020 from Kahara, Doda

He was fighting as an Independent candidate as Party didnt get registered and Jhaadu symbol wasn't allotted

Earlier this month, AAP had won a seat in Goa..",Pro OPP,"['elections', 'kashmir', 'seat']","[{'text': 'elections', 'score': 0.4346}, {'text': 'kashmir', 'score': 0.3469}, {'text': 'seat', 'score': 0.1721}]",kashmir,Pro Opp,kashmir,Neutral ,"Supportive of AAP, has nothing to do with welfare in Kashmir directly "
223357,"With Art 370, BJP hoped to win Kashmir but is now losing Jammu: ‘Are we also anti-national?’.
https://t.co/UzHDSfA2vl",Pro OPP,"['kashmir', 'win', '370']","[{'text': 'kashmir', 'score': 0.547}, {'text': 'win', 'score': 0.2128}, {'text': '370', 'score': 0.1219}]",kashmir,Pro Opp,kashmir,Neutral ,"It is against BJP policy, not against Kashmir itself."
1226906,The cruelty and pain that is being inflicted on Kashmiris will come back to haunt all of us. https://t.co/g2OYCU3pbY,Pro OPP,"['inflicted', 'back', 'kashmiris']","[{'text': 'inflicted', 'score': 0.3955}, {'text': 'back', 'score': 0.3424}, {'text': 'kashmiris', 'score': 0.2673}]",kashmir,Pro Opp,kashmir,For ,Humanely supports Kashmiri lives 
2676065,"In 2021, Jammu and Kashmir saw the highest number of cases registered under UAPA in the country. According to police chief Dilbag Singh, a total of 1,350 UAPA cases were under investigation by the end of 2022. https://t.co/z3vHHgDRuR https://t.co/fEdxANExtB",Pro OPP,"['kashmir', 'cases', '2022']","[{'text': 'kashmir', 'score': 0.3778}, {'text': 'cases', 'score': 0.3009}, {'text': '2022', 'score': 0.2619}]",kashmir,Pro Opp,kashmir,Neutral ,Factual 
1825075,"Amidst chest thumping and cacophony in TV debates, one simple point.

BJP has now been ruling for 8 years and preaching for last 7 decades as to how Kashmir should be handled. It must now demonstrate that it’s govt can secure the lives of people in Kashmir. https://t.co/M2YotTiz1f",Pro OPP,"['kashmir', 'tv', 'cacophony']","[{'text': 'kashmir', 'score': 0.5626}, {'text': 'tv', 'score': 0.2161}, {'text': 'cacophony', 'score': 0.1308}]",kashmir,Pro Opp,kashmir,For ,Calls for positive action in the state of Kashmir 
1705993,"Kashmir ko Bharat banane nikle the parantu 
Desh ko Kashmir bana diya. https://t.co/y7vc009doF",Pro OPP,"['kashmir', 'banane', 'desh']","[{'text': 'kashmir', 'score': 0.66}, {'text': 'banane', 'score': 0.3475}, {'text': 'desh', 'score': 0.3404}]",kashmir,Pro Opp,kashmir,Against ,Insinuates Kashmir as unstable 
1661666,"BIG STATEMENT BY @ArvindKejriwal 

Slams Congress for their comments on Kashmir made by Congress Navjot Singh Sidhu's advisor

'Punjab is a Border state and political leaders should not make such loose and baseless statements. Kejriwal said we should focus on Good Governance' https://t.co/C0ctLAdY9M",Pro OPP,"['governance', 'kashmir', 'border']","[{'text': 'governance', 'score': 0.4451}, {'text': 'kashmir', 'score': 0.4191}, {'text': 'border', 'score': 0.2645}]",kashmir,Pro Opp,kashmir,For ,Focuses on Good Governance in the state of Kashmir. The focus is on protecting national cohesion and avoiding inflammatory remarks about Kashmir.
2182526,"""Ask Vivek Agnihotri to upload Kashmir Files on YouTube.” Arvind Kejriwal thundered in the Delhi assembly. Had anyone seen this tirade coming? https://t.co/YmEkabnVPv",Pro OPP,"['kashmir', 'upload', 'vivek']","[{'text': 'kashmir', 'score': 0.4741}, {'text': 'upload', 'score': 0.3387}, {'text': 'vivek', 'score': 0.281}]",kashmir,Pro Opp,kashmir,Neutral ,Does not concern a meaningful opinion on Kashmir itself. 
