source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
,"In its 'UPSC Jihad' show, Sudarshan News portrayed that Muslim aspirants are favoured in the exam. The channel used false claims to assert that Muslims are offered benefits to the disadvantage of Hindu candidates. #AltNewsFactCheck | @Pooja_Chaudhuri

https://t.co/N7dCWCG458",Pro OPP,,muslim,"['muslims', 'disadvantage', 'exam']","[{'text': 'muslims', 'score': 0.6125}, {'text': 'disadvantage', 'score': 0.3446}, {'text': 'exam', 'score': 0.2859}]",For ,Shows how misinformation about Muslims in disseminated by biased news channels. 
,India: Acid factory discovered inside Muslim-owned shop as Muslimas attack cops with acid https://t.co/qs8B8hcrD9,Pro Ruling,,muslim,"['muslimas', 'factory', 'cops']","[{'text': 'muslimas', 'score': 0.4695}, {'text': 'factory', 'score': 0.3981}, {'text': 'cops', 'score': 0.2625}]",Against ,Muslims as dangerous and violent. 
,"3.9k Hindu, Muslim wedding rituals under one roof with #UPCM Shri @myogiadityanath Ji blessings https://t.co/rkXt2xCt9J",Pro Ruling,,muslim,"['rituals', 'muslim', 'roof']","[{'text': 'rituals', 'score': 0.6479}, {'text': 'muslim', 'score': 0.6264}, {'text': 'roof', 'score': 0.2656}]",Neutral,Portraying communal harmony. No stance being taken. 
,"Hello @UPPViralCheck @Uppolice, many are communalising this old incident. A facebook post with same claim has 24000 shares.
The person in the pic below, Azaad Kumar Gautam was arrested 2 months ago. But the false narrative blaming Muslims is still viral. 
https://t.co/g5ymaPy0Ew https://t.co/agySpBT6FL",Pro OPP,,muslim,"['muslims', 'arrested', 'blaming']","[{'text': 'muslims', 'score': 0.5973}, {'text': 'arrested', 'score': 0.4249}, {'text': 'blaming', 'score': 0.3302}]",For ,Shows muslims are being framed for a false claim.
,"Muslim fruit vendor in India caught collecting his pee in a bottle and then sprinkling his urine on bananas for sale What is wrong with my community? Ya Allah, what have we Muslims become?
 https://t.co/XZyWFYKvK0",Pro Ruling,,muslim,"['muslims', 'urine', 'bananas']","[{'text': 'muslims', 'score': 0.6422}, {'text': 'urine', 'score': 0.2704}, {'text': 'bananas', 'score': 0.1943}]",Against ,Muslims are dirty and filthy. 
,"What residents of Sarai Kale Khan told me: Demography-wise, a little more than 50% is Muslim. Hindus mostly Dalits. Land owned primarily by Gujjars, who have built buildings with large number of small one-room sets. 75% of Muslim residents are tenants living in these buildings",Pro Ruling,,muslim,"['muslim', 'demography', 'tenants']","[{'text': 'muslim', 'score': 0.5219}, {'text': 'demography', 'score': 0.3861}, {'text': 'tenants', 'score': 0.2719}]",Neutral,"No stance being taken, only demographic composition of a locality being given. "
,"This is why Modi was avoiding a press conference for the last 9 years. Even a mild question on democratic backsliding and safety of minorities, particularly Muslims turned his face red and he went on his usual rambling of blood, vain, DNA, etc. https://t.co/K6dnzhkuXE",Pro OPP,,muslim,"['muslims', 'conference', 'mild']","[{'text': 'muslims', 'score': 0.3596}, {'text': 'conference', 'score': 0.2598}, {'text': 'mild', 'score': 0.1161}]",For ,Shows how State turns a blind eye to muslim problems and instead even propogates them. 
,Reading comments on social media esp YouTube by Muslims in India on Hagia Sophia. Mood is largely celebratory. Comments after comments in Hindi declaring soon all centres of idol worship shall be demolished &amp; only worship of Allah will be permitted. Widespread radicalisation.,Pro Ruling,,muslim,"['muslims', 'india', 'mood']","[{'text': 'muslims', 'score': 0.5177}, {'text': 'india', 'score': 0.3759}, {'text': 'mood', 'score': 0.3725}]",Against ,Shows Muslims as disrespectful towards Hinduism and promoting radical ideas. 
,"The Mufti had demanded that the Hindus should hand over the Badrinath shrine to the Muslims as it originally belonged to Muslims
https://t.co/NkwD4VYaPC",Pro Ruling,,muslim,"['muslims', 'badrinath', 'demanded']","[{'text': 'muslims', 'score': 0.5823}, {'text': 'badrinath', 'score': 0.4655}, {'text': 'demanded', 'score': 0.1499}]",Neutral,"No stance, only event described. "
,This Hindu YouTuber probably didn't expect to get into so much trouble for acting in his Muslim friend's video... https://t.co/hAAvSQFVC9,Pro OPP,,muslim,"['muslim', 'youtuber', 'didn']","[{'text': 'muslim', 'score': 0.5035}, {'text': 'youtuber', 'score': 0.4357}, {'text': 'didn', 'score': 0.168}]",For ,Shows how any Hindu who is associated with Muslims gets targetted. 
,"Bangladesh: Muslims attack Hindu temples, train, government offices, stone police in rage over Modi visit https://t.co/lZ9tsAgqHs https://t.co/mIxoWcd2Gj",Pro Ruling,,muslim,"['muslims', 'police', 'train']","[{'text': 'muslims', 'score': 0.5803}, {'text': 'police', 'score': 0.2707}, {'text': 'train', 'score': 0.0316}]",Against ,Portrays Muslims as violent and radical. 
,Numerous verses of the holy book speak of killing infidels. There is express advice to kill non-Muslims. Terrorists  kill to please their god in order to get heaven in afterlife — this is the result of  indoctrination of people with an unreformed religion.,Pro Ruling,,muslim,"['muslims', 'infidels', 'afterlife']","[{'text': 'muslims', 'score': 0.4573}, {'text': 'infidels', 'score': 0.3983}, {'text': 'afterlife', 'score': 0.3406}]",Against ,Shows how killing is a practice in Islam. Linked to terrorists being mostly Muslim.  Attacks the religion's teachings. 
,"An interesting factoid on the #GHMCElections . AIMIM contested 51 seats, gave 5 tickets to Hindus; the BJP contested 149 seats and gave 1 seat to a Muslim. This in a city with a 40 per cent Muslim population. 🙏",Pro OPP,,muslim,"['elections', 'muslim', 'seat']","[{'text': 'elections', 'score': 0.5426}, {'text': 'muslim', 'score': 0.3667}, {'text': 'seat', 'score': 0.2761}]",For ,Shows how Muslims face disparity and trouble while having a seat in parliament and hence a voice to speak. 
,Tax payers are new Muslims 😬🤪,Pro OPP,,muslim,"['muslims', 'tax', 'new']","[{'text': 'muslims', 'score': 0.6093}, {'text': 'tax', 'score': 0.4782}, {'text': 'new', 'score': 0.2142}]",Against ,Emojis show that it is funny and enjoyable. Derogatory undertone. 
,"VHP worker brutally attacked by Muslim mob in Amravati, Maharashtra. We request @OfficeofUT @AmtCityPolice to take strict action against the culprits. https://t.co/tzxxo0hpHN",Pro Ruling,,muslim,"['attacked', 'worker', 'muslim']","[{'text': 'attacked', 'score': 0.4791}, {'text': 'worker', 'score': 0.4254}, {'text': 'muslim', 'score': 0.3944}]",Against ,Portrays Muslims as violent and radical. 
,Will speak as chief guest today on 496th Balidan Divas of Hasan Khan Mewati who died fighting against Babar. Will expound on patriotic Muslims like Ibrahim Khan Gardi of Panipat fame &amp; MVC Brig Mohd Usman. Shall lay down the principles of nationalism for Minorities to follow. https://t.co/RSjIXDijVt,Pro Ruling,,muslim,"['muslims', 'guest', 'hasan']","[{'text': 'muslims', 'score': 0.5179}, {'text': 'guest', 'score': 0.4434}, {'text': 'hasan', 'score': 0.2738}]",Against ,"Shows Muslims as uneducated, in need of guidance and proper ideas to follow. "
,"Right wing is milking issue, we want Muslims to return, Says complainant.  A 40-year-old man, the complainant in a police case says that this is being given a communal colour. “There were attempts from the first hour to make this a communal issue. #Purola https://t.co/pTGUpy8p87",Pro OPP,,muslim,"['muslims', 'milking', 'complainant']","[{'text': 'muslims', 'score': 0.6162}, {'text': 'milking', 'score': 0.3273}, {'text': 'complainant', 'score': 0.27}]",For ,Shows that an issue is deliberately being turned communal. Expresses amicable views towards Muslims. 
,Only Muslim fathers have a name. https://t.co/UzT6clpGZY,Pro OPP,,muslim,"['muslim', 'fathers', 'only']","[{'text': 'muslim', 'score': 0.5321}, {'text': 'fathers', 'score': 0.3965}, {'text': 'only', 'score': 0.2622}]",,No context given. could have been a retweet or be explained through the video or link attached. 
,"Haryana News

BJP &amp; JJP forms alliance for local body polls.

BJP will contest 14 Municipal Councils &amp; JJP to contest 4 Municipal Councils.

Out of 4 that JJP got one is Nuh which is Muslim dominated.",Pro Ruling,,muslim,"['councils', 'haryana', 'muslim']","[{'text': 'councils', 'score': 0.3846}, {'text': 'haryana', 'score': 0.3681}, {'text': 'muslim', 'score': 0.2662}]",Neutral,"No stance being taken, only event being described and facts being laid. "
,"There was no concept of Minority Minister earlier. Minority ministry was the brainchild of Sonia &amp; UPA started in 2006

@smritiirani is the ONLY NON MUSLIM   MINISTER of the ministry since its inception.Scraping of MANF is just the beginning of clearing long pending corrupt mess",Pro Ruling,,muslim,"['ministry', 'muslim', 'minority']","[{'text': 'ministry', 'score': 0.4937}, {'text': 'muslim', 'score': 0.396}, {'text': 'minority', 'score': 0.3638}]",Against ,Shows MANF (Maulana Azad National Fellowship) as corrupt. Shows muslim domination. 
,"Pramila Dixit and her daughter Neha Dixit were allegedly burnt alive during a demolition drive in Kanpur Dehat. 
There are 0 tweets/debates by @AmanChopra_ in the Kanpur Dehat Incident. Chopra is one the loudest cheerleaders of Bulldozer Justice if it's against Muslims. https://t.co/BPiQfLqE0A",Pro OPP,,muslim,"['burnt', 'muslims', 'cheerleaders']","[{'text': 'burnt', 'score': 0.4734}, {'text': 'muslims', 'score': 0.3388}, {'text': 'cheerleaders', 'score': 0.2329}]",For ,"shows how some influencers enjoy and propogate bulldozer justice, a violent state practice, if its against Muslims. "
,"Why are Muslim-dominant localities witnessing attacks on health care workers? 
Because all the propaganda that leftists have been feeding Indian Muslims, is now showing its effects on ground

- brilliantly explained by @arvindneela 
https://t.co/Ufrisf3L9n",Pro Ruling,,muslim,"['muslims', 'workers', 'feeding']","[{'text': 'muslims', 'score': 0.5627}, {'text': 'workers', 'score': 0.2686}, {'text': 'feeding', 'score': 0.0877}]",Against ,Portrays Muslims as violent and radical. 
,"Few weeks ago, a RW guy abused @zoo_bear's mother on TL, NO ACTION was taken against that abuser.

But now Md Zubair is facing legal case, WHY??

Just because he busted RW Fake News Factory and he is a vocal Muslim? 

Unapologetically standing with him! 

#IStandWithZubair https://t.co/1IiofXklkW",Pro OPP,,muslim,"['abuser', 'muslim', 'zoo_bear']","[{'text': 'abuser', 'score': 0.3744}, {'text': 'muslim', 'score': 0.2919}, {'text': 'zoo_bear', 'score': 0.2422}]",For ,Shows how Muslims are targetted by State and policing forces but Hindus are not penalised for the same or worse crimes. 
,"Muslim meat seller thrown off rooftop by Police in UP, died. In a video his small daughter says, 'police threw my father down from the roof, he died.' It's unimaginable the amount of torture the poor Muslims are facing in UP. Hopefully BJP  will be out in 2022.",Pro OPP,,muslim,"['muslims', 'thrown', '2022']","[{'text': 'muslims', 'score': 0.5173}, {'text': 'thrown', 'score': 0.2466}, {'text': '2022', 'score': 0.185}]",For ,Shows police brutality and torture towards Muslim families. 
,"Update  : The muslim shopkeeper Nasir was handed over to relatives last night around 10 pm by cops . has been told he will be called to police station again if required for questioning . case continues till cops file a closure / final report in court or a chargesheet 
Thakur https://t.co/aUq38ZCtGV",Pro OPP,,muslim,"['muslim', 'shopkeeper', 'chargesheet']","[{'text': 'muslim', 'score': 0.43}, {'text': 'shopkeeper', 'score': 0.3596}, {'text': 'chargesheet', 'score': 0.0623}]",Neutral,"No stance being taken, event being described. "
,"Nigeria: Muslims storm village, shoot pastor, kidnap women on their way to church https://t.co/FTPZKPsqJI https://t.co/UTMFezPru9",Pro Ruling,,muslim,"['muslims', 'nigeria', 'kidnap']","[{'text': 'muslims', 'score': 0.5412}, {'text': 'nigeria', 'score': 0.536}, {'text': 'kidnap', 'score': 0.2884}]",Against ,Portrays Muslims as violent and dangerous. 
,"The Wire mentions ‘caste’ in fake case, forgets to mention religion when accused are Muslims

https://t.co/HE6LWKshyL",Pro Ruling,,muslim,"['muslims', 'accused', 'wire']","[{'text': 'muslims', 'score': 0.5226}, {'text': 'accused', 'score': 0.4408}, {'text': 'wire', 'score': 0.2289}]",Against ,Muslims are let off by this news channel? 
,"Muslim mobs going berserk in Kanpur after Friday prayers, protesting against Nupur Sharma. Heavy stone pelting has led to 7 people reportedly injured. This is despite them knowing that once identified the houses of each of these rioters would be bulldozed. https://t.co/QrFUeY8pYq",Pro Ruling,,muslim,"['rioters', 'muslim', 'stone']","[{'text': 'rioters', 'score': 0.5374}, {'text': 'muslim', 'score': 0.5165}, {'text': 'stone', 'score': 0.2867}]",Against ,Portrays Muslims as violent and radical. 
,"Breaking: In Jharkhand's Jamtara, Muslims forcibly shift weekly holiday from Sunday to Friday on the ground that they are in majority so rules should be according to them. (PS: This at a time when gulf countries are shifting from Friday-Saturday weekend to Saturday-Sunday weekend",Pro Ruling,,muslim,"['muslims', 'weekend', 'majority']","[{'text': 'muslims', 'score': 0.5445}, {'text': 'weekend', 'score': 0.4121}, {'text': 'majority', 'score': 0.2662}]",Against ,"Shows that Muslims are uncooperative and in areas dominated by them, try to enforce their own rules. "
,You have Freedom of Speech in India but don’t speak against Us &amp; Muslims: Supreme Court of India,Pro Ruling,,muslim,"['muslims', 'india', 'speech']","[{'text': 'muslims', 'score': 0.5576}, {'text': 'india', 'score': 0.4448}, {'text': 'speech', 'score': 0.3501}]",Against ,Shows how freedom of speech is a farce if one cannot speak about their discontent towards Muslims. 
,"IT dept raids former BSP leader Zulfiqar Ahmed Bhutto: As MLA surrenders Rs 100 cr undeclared income from his meat business, Muslim org cry foul

https://t.co/LBMlgQidod",Pro Ruling,,muslim,"['raids', 'muslim', 'income']","[{'text': 'raids', 'score': 0.462}, {'text': 'muslim', 'score': 0.3478}, {'text': 'income', 'score': 0.1087}]",Against ,Shows muslim organisation and minister as corrupt. 
,I am happy that an FIR is registered against Waris pathan An FIR should also be registered against Giri Raj Singh forsuggesting that all Muslims should have been sent to Pakistan by making this  comment he has not only insulted the Indian Muslims but the Indian constitution too,Pro OPP,,muslim,"['muslims', 'indian', 'registered']","[{'text': 'muslims', 'score': 0.5058}, {'text': 'indian', 'score': 0.5005}, {'text': 'registered', 'score': 0.232}]",For ,Calls for arrest of those that spread hate speech against muslims. 
,When Bapu visited INA Soldiers held at Red Fort. The Soldiers told him the British served Hindu and Muslim tea separately. Bapu told them to mix both &amp; drink it as Indian tea. The soldiers unitedly replied that’s what they did just as in the INA where everyone was equal.,Pro OPP,,muslim,"['tea', 'soldiers', 'muslim']","[{'text': 'tea', 'score': 0.4452}, {'text': 'soldiers', 'score': 0.3751}, {'text': 'muslim', 'score': 0.3453}]",For ,Show how Gandhi called for equality between Hindus and muslims and portray their identities as Indian. 
,"Someone beat up Asif for drinking water from a temple.

Outrage Bar is 10/10

14-year-old Mahesh Kolli was murdered, and his dead body was stuffed inside a gunny bag was thrown into a river in Karnataka for being Friends with a girl from the Muslim community.

Outrage Bar is 1/10",Pro Ruling,,muslim,"['murdered', 'muslim', 'drinking']","[{'text': 'murdered', 'score': 0.4632}, {'text': 'muslim', 'score': 0.4161}, {'text': 'drinking', 'score': 0.3218}]",For ,"Shows how much inequality, discrimination and violence Muslims face in India and how those associated with them also face the same torture."
,Very proud Indian Garhwali Muslim warrior. Have no doubts. Thanks for triggering these sentiments in me. Jokers like you need to see what religion means to Indian Army soldiers. https://t.co/2W3GfmD6Fh,Pro Ruling,,muslim,"['muslim', 'soldiers', 'jokers']","[{'text': 'muslim', 'score': 0.4764}, {'text': 'soldiers', 'score': 0.4576}, {'text': 'jokers', 'score': 0.1831}]",For ,compliments muslim warrior and how religion has no standing in Indian army.
,"Hello @IndEmbDoha , this is such an eye wash. Nupur Sharma is not ‘fringe’. She is the national spokesperson of the BJP. Stop trivialising the institutionalised hate, the state enabled hate campaign against Indian Muslims. https://t.co/vKYFDjyp9D",Pro OPP,,muslim,"['indian', 'muslims', 'hate']","[{'text': 'indian', 'score': 0.5461}, {'text': 'muslims', 'score': 0.4522}, {'text': 'hate', 'score': 0.3583}]",For ,calls out how the State actively spread Hate against muslims instead of protecting them. 
,"8 people in the garb of Muslims threw objectionable posters and copies of Qur'an outside mosques in UP to incite violence. They were arrested later. Names are Mahesh Kumar Mishra, Pratyush Srivastava, Nitin Kumar, Deepak Gaud, Brijesh Pandey, Shatrughan Prajapati, Vimal Pandey.",Pro OPP,,muslim,"['muslims', 'posters', 'threw']","[{'text': 'muslims', 'score': 0.6706}, {'text': 'posters', 'score': 0.3155}, {'text': 'threw', 'score': 0.2531}]",For ,"Shows how muslims are mocked. also shows how they are framed for crimes they did not commit, especially by their Hindu counterparts. "
,"If Indian opposition parties want the votes of Muslim citizens, they need to canvas their support, acknowledge their contribution, speak to their concerns, integrate them into their organisations and elevate them to positions of leadership- Mukul Kesavan

https://t.co/NYyN5omP2J",Pro OPP,,muslim,"['opposition', 'muslim', 'indian']","[{'text': 'opposition', 'score': 0.5649}, {'text': 'muslim', 'score': 0.442}, {'text': 'indian', 'score': 0.2802}]",For ,Shows how muslims are ignored and trivialised until its time to use them as a vote bank. 
,Activists Are Demanding Facebook Suspend An Indian Executive Who Shielded Anti-Muslim Hate Speech https://t.co/VbM66pSIGo,Pro OPP,,muslim,"['facebook', 'muslim', 'suspend']","[{'text': 'facebook', 'score': 0.4789}, {'text': 'muslim', 'score': 0.2607}, {'text': 'suspend', 'score': 0.2533}]",For ,calls for the suspension of anyone who spreads or shields anti-muslim hate. 
,"Speaking to OpIndia, Bajrang Dal leader said that since the Sadhu was new in the area, he was not aware the said area was 'Muslim dominated' and accidentally ended up there for Janmashtami donation drive. https://t.co/OgvAM6sjue",Pro Ruling,,muslim,"['muslim', 'donation', 'area']","[{'text': 'muslim', 'score': 0.5292}, {'text': 'donation', 'score': 0.2427}, {'text': 'area', 'score': 0.2254}]",For ,Shows casual discrimination of Muslims. 
,"Sanghis busy spreading two narratives. 1) Biryani causes infertility, 2) Muslims are having too many children to increase their number. And not to forget, Hindu khatre me hain.",Pro OPP,,muslim,"['muslims', 'infertility', 'causes']","[{'text': 'muslims', 'score': 0.5527}, {'text': 'infertility', 'score': 0.3793}, {'text': 'causes', 'score': 0.2866}]",For ,Shows absurd and false narratives with no scientific or logical claim being disseminated by leaders to show how Hindus are in danger of Muslims and their practices. 
,"Garba celebrates the womb, or Garbha. Hindus dance around a clay lamp [गर्भ दीप] symbolising the divine womb ensconced in a body.

Muslims, expressly forbidden to worship anyone other than Allah 40:62; 17:22; 12:40; 3:64; 5:55 are welcome to worship Ma Durga [Aditi] and her womb.",Pro Ruling,,muslim,"['garbha', 'muslims', 'lamp']","[{'text': 'garbha', 'score': 0.5707}, {'text': 'muslims', 'score': 0.4293}, {'text': 'lamp', 'score': 0.2823}]",Against ,has an undertone of subtle mockery and sarcasm. shows Hinduism to be superior. 
,Muslim community honored RSS volunteers in Meerut. https://t.co/EcD94qej6H,Pro Ruling,,muslim,"['volunteers', 'muslim', 'rss']","[{'text': 'volunteers', 'score': 0.4594}, {'text': 'muslim', 'score': 0.4228}, {'text': 'rss', 'score': 0.3502}]",Neutral ,No stance taken. only an event described.
,"Maharashtra CM Uddhav Thackeray said that in part of the country witnessed violence and riots, but not in Maharashtra, it is because of my culture. Muslim also supported us. @NewIndianXpress",Pro OPP,,muslim,"['muslim', 'riots', 'supported']","[{'text': 'muslim', 'score': 0.5511}, {'text': 'riots', 'score': 0.4598}, {'text': 'supported', 'score': 0.2254}]",For ,Shows how Muslims supported non-violence in Maharashtra.
,"The only progress after 2014 is about rhetoric, fooling, Hindu-Muslim, India-Pakistan, lies, playing with emotions etc.. 
all this has happened since 2014.
#8YearsOfSeva",Pro OPP,,muslim,"['progress', 'india', 'muslim']","[{'text': 'progress', 'score': 0.3681}, {'text': 'india', 'score': 0.3528}, {'text': 'muslim', 'score': 0.2777}]",For ,"Shows that since BJP came into power, communal hate has increased. "
,"Muslim man kicked, punched,forced to chant ‘Pakistan Murdabad’ in the national capital.
Kerala nuns ‘questioned’, forced off a train in UP.
This bullying &amp; dehumanising of minorities is now a key feature of everyday life in India. 
And this is approved by the majority consensus.",Pro OPP,,muslim,"['muslim', 'kicked', 'dehumanising']","[{'text': 'muslim', 'score': 0.4948}, {'text': 'kicked', 'score': 0.2802}, {'text': 'dehumanising', 'score': 0.2653}]",For ,"Shows the plight, torture and bullying minorities like Muslims face in India. "
,"The murder of Nagaraju, who married a Muslim woman by consent, is captured on video. Yet, it will take many years for conviction. High chances the killer will get bail in a few months or years
https://t.co/QZTL1e8BfA",Pro Ruling,,muslim,"['murder', 'muslim', 'chances']","[{'text': 'murder', 'score': 0.5078}, {'text': 'muslim', 'score': 0.4368}, {'text': 'chances', 'score': 0.2411}]",For ,Shows how muslims (and those associated with them) are targetted. 
,A Muslim stand up comic is jailed for jokes he did not crack. A Muslim footwear seller was arrested for shoes he did not manufacture. In New India being a Muslim is perhaps the biggest crime.,Pro OPP,,muslim,"['muslim', 'arrested', 'shoes']","[{'text': 'muslim', 'score': 0.6202}, {'text': 'arrested', 'score': 0.3361}, {'text': 'shoes', 'score': 0.2543}]",For ,Shows the massive discrimination and inequality Muslims face in India. 
,The murder in Delhi of Dablu Singh by family of his Muslim girlfriend has happened less than two kilometres from where Ankit Saxena was similarly killed in 2018,Pro Ruling,,muslim,"['murder', 'muslim', 'delhi']","[{'text': 'murder', 'score': 0.5611}, {'text': 'muslim', 'score': 0.3859}, {'text': 'delhi', 'score': 0.3017}]",Against ,Shows how Muslims are violent and dangerous. 
,"Raise your voice for indian Muslim...

#SaveTripuraMuslims",Pro OPP,,muslim,"['muslims', 'tripura', 'raise']","[{'text': 'muslims', 'score': 0.689}, {'text': 'tripura', 'score': 0.3247}, {'text': 'raise', 'score': 0.1542}]",For ,calls for support towards muslims. 
,"""Our shops were burnt down. What will we eat now? We don't know who those Muslim rioters were &amp; why they pelted stones at us. I don't understand why we were targeted. What is our fault?""

Victims share the horrors of the Delhi riots. 

#DelhiRiotTruth #DelhiRiot2020 https://t.co/hMd9ZNKtj4",Pro Ruling,,muslim,"['rioters', 'muslim', 'eat']","[{'text': 'rioters', 'score': 0.5011}, {'text': 'muslim', 'score': 0.3486}, {'text': 'eat', 'score': 0.1319}]",Against ,Shows how Muslims are violent and dangerous. 
,"Muslims ko CAA ke benifits samajh ni aya,
Traders ko GST ki benifits samajh ni aye,
Kashmiris ko 370 hatane ke benefits samajh nahi aaye,
Farmers ko new agricultural laws ke benefits samajh ni aye.

Yaar ye konse benifits hai jo govt. Ke ilava kissi ko samaj hi ni aate.
#copiedFB",Pro OPP,,muslim,"['muslims', 'govt', 'traders']","[{'text': 'muslims', 'score': 0.5908}, {'text': 'govt', 'score': 0.2779}, {'text': 'traders', 'score': 0.1109}]",For ,underlying tone of sarcasm and mockery towards Govt laws that are imposed. 
,"Here is AAP claiming that Rohingyas and Bangladeshis have been settled all over India to foment riots. But hey, stereotyping Muslims like this will not be seen as Islamophobia by the media - after all, it speaks truth to power and only Modi is in power. https://t.co/Bc1HEd3Plk",Pro Ruling,,muslim,"['muslims', 'india', 'stereotyping']","[{'text': 'muslims', 'score': 0.5687}, {'text': 'india', 'score': 0.4092}, {'text': 'stereotyping', 'score': 0.2798}]",For ,Shows how muslim plight is ignored and they are framed as outsiders. 
,"So Congis finds
Muslim League Secular but
Gita Press communal?

They say Osamaji &amp; accept donations from Zakir Naik for RGF?

Congis not against GITA Press;
they are against Gita itself

Why is Congis so H!NDUPH0B!C? 

Listen to @SudhanshuTrived ji🔥🔥

https://t.co/L05eSNhlr4 https://t.co/9xl3iafPl6",Pro Ruling,,muslim,"['muslim', 'donations', 'league']","[{'text': 'muslim', 'score': 0.4478}, {'text': 'donations', 'score': 0.1597}, {'text': 'league', 'score': 0.0975}]",Against ,calls Congress hindu-phobic. 
,"Breaking: Manipal Univ has reportedly suspended the professor who called a Muslim student a ‘terrorist’: this is what ‘normalisation’ of awful bigotry does for which public figures, civil society  and media too need to introspect. 🙏 https://t.co/FflAYAhzeS",Pro OPP,,muslim,"['muslim', 'professor', 'suspended']","[{'text': 'muslim', 'score': 0.544}, {'text': 'professor', 'score': 0.3387}, {'text': 'suspended', 'score': 0.2582}]",For ,Shows the institutionalisation and normalisation of muslim hate. 
,"France: Muslim migrant drags pregnant wife by hair, kicks her in head, says ‘She’s my wife. I do what I want.’ https://t.co/9VENxR4YC4 https://t.co/W5WqjCwx9h",Pro Ruling,,muslim,"['muslim', 'pregnant', 'france']","[{'text': 'muslim', 'score': 0.5273}, {'text': 'pregnant', 'score': 0.4473}, {'text': 'france', 'score': 0.3552}]",Against ,"Shows how muslim men are violent and disprespectful, especially towards women. "
,"Hello @RahulGandhi, Will there be any outrage by opposition against these  'Religious leaders' who made calls to k!|| Muslims,To repeat Rohingya genocide,Threatened not to celebrate Christian &amp; Muslim festivals, wants ppl to buy costly weapons #ArrestHaridwarGenocideMongers https://t.co/GU5ZllUQjK",Pro OPP,,muslim,"['muslims', 'leaders', 'threatened']","[{'text': 'muslims', 'score': 0.5676}, {'text': 'leaders', 'score': 0.3955}, {'text': 'threatened', 'score': 0.2356}]",For ,Shows how Muslims are targetted and threatened but State turns a blind eye. 
,"In reply to NCP minister @nawabmalikncp , Saint Paul High school provides Sameer Wankhede's verified leaving certificate, school attendance, Birth &amp; admission certificate categorically stating
Student-Sameer 
Father name-Dawood
Surname-Wankhede
Religion - Muslim in all documents. https://t.co/5cvsyAgQVI",Pro OPP,,muslim,"['certificate', 'muslim', 'dawood']","[{'text': 'certificate', 'score': 0.4829}, {'text': 'muslim', 'score': 0.4573}, {'text': 'dawood', 'score': 0.1426}]",,no context given as to why details are being required. 
,"Making a thread of some of the cases we covered, where Muslim men entered temples to steal and/or desecrate. I will also include attacks on religious processions, just the prove the hate harboured. Making this thread an ongoing series. Will keep adding as and when 👇",Pro Ruling,,muslim,"['muslim', 'thread', 'cases']","[{'text': 'muslim', 'score': 0.5422}, {'text': 'thread', 'score': 0.2942}, {'text': 'cases', 'score': 0.262}]",Against ,Shows how Muslims are violent and dangerous. 
,"""BJP doesn't want @asadowaisi in politics, it doesn't want the beard and cap (in the public sphere)...if at all anyone needs Owaisi. it's the Indian Muslim"". 

Strong piece by @DilliDurAst  

https://t.co/R8zGOIU5SJ",Pro OPP,,muslim,"['muslim', 'politics', 'beard']","[{'text': 'muslim', 'score': 0.5098}, {'text': 'politics', 'score': 0.4265}, {'text': 'beard', 'score': 0.2731}]",For ,Shows how Muslims are not represented in current Govt. discrimination by State. 
,Have Muslims ever held aggressive protests against terrorism?,Pro Ruling,,muslim,"['muslims', 'protests', 'ever']","[{'text': 'muslims', 'score': 0.5992}, {'text': 'protests', 'score': 0.58}, {'text': 'ever', 'score': 0.0787}]",Against ,calls at double standards of Muslims when it comes to terrorism. 
,"Elle India publisher Arif Ayyub wants Muslim nations to join military forces against Saudi, UAE and attack Israel, rants against India
https://t.co/tdCAH5ZiTn",Pro Ruling,,muslim,"['muslim', 'join', 'forces']","[{'text': 'muslim', 'score': 0.4404}, {'text': 'join', 'score': 0.182}, {'text': 'forces', 'score': 0.1443}]",Against ,Shows how Muslim publisher is inciting violence against India. 
,"Arfa Khanum Sherwani denies the existence of Muslim appeasement in West Bengal, here’s how she is comparing apples and oranges

https://t.co/CWF251jnIQ",Pro Ruling,,muslim,"['muslim', 'apples', 'comparing']","[{'text': 'muslim', 'score': 0.5719}, {'text': 'apples', 'score': 0.4243}, {'text': 'comparing', 'score': 0.2291}]",Against ,Underlying tone of sarcasm and mockery towards the Muslim spokesperson. 
,"19 years of #GujaratGenocide , more than 2000 Muslims were killed in 2002.

Watch this story of Majid who'd  lost 9 members of his family in Naroda Patia. 

Muslim women were raped and killed in front of their family members. 

Part 1

 https://t.co/Fcm6i6xzSf",Pro OPP,,muslim,"['muslims', 'killed', 'gujarat']","[{'text': 'muslims', 'score': 0.5265}, {'text': 'killed', 'score': 0.4342}, {'text': 'gujarat', 'score': 0.3916}]",For ,Remembers the plight of Muslims and the terror the faced in the Gujarat Riots. 
