source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,stance,stance_reason,Unnamed: 10
555107,Every day at least 4 Dalit women get raped by Hindu Upper Caste men in India! This country loves to talk about racism in the USA bit is proud of its caste discrimination and oppression for 3000 years. https://t.co/nAEl6417gg via @timesofindia,Pro OPP,"['hindu', 'discrimination', 'timesofindia']","[{'text': 'hindu', 'score': 0.5185}, {'text': 'discrimination', 'score': 0.3622}, {'text': 'timesofindia', 'score': 0.2001}]",hindu,Pro Opp,hindu,Against ,shows the brutality that dalit hindu women face due to the oppressive hindu caste system in India on a daily basis. ,
692883,"Those who wanted to restore Hindu pride, have ended up becoming the laughing stock of the whole world..... the terrible tragedy of HINDUTVA AHAMKARA.",Pro OPP,"['hindutva', 'pride', 'terrible']","[{'text': 'hindutva', 'score': 0.5819}, {'text': 'pride', 'score': 0.4078}, {'text': 'terrible', 'score': 0.177}]",hindu,Pro Opp,hindu,Against ,hindutva compared to a terrible tragedy to restory hindu pride. ,
1899246,"#Casteism A 10th standard Dalit student was made to lick foot of upper caste men in Jagatpura, Rae Bareilly. The boy has gone to the Caste Hindu men to ask remuneration of his mother who worked as labourer at their field...
https://t.co/AhBiEtsyaa
https://t.co/HBHvaJTBsR",Pro OPP,"['hindu', 'remuneration', 'foot']","[{'text': 'hindu', 'score': 0.6429}, {'text': 'remuneration', 'score': 0.2214}, {'text': 'foot', 'score': 0.2052}]",hindu,Pro Opp,hindu,Against ,shows how oppressive the hindu caste system continues to be. ,
1439967,"“I wasn’t aware that my phone is being watched. I had my phone forensically analysed by The Wire team. They have found traces of hacks being attempted on my phone”: Vijaita Singh (@vijaita), Journalist, The Hindu, on Indian journalists being targeted by #Pegasus spyware https://t.co/s9tndVsmm0",Pro OPP,"['spyware', 'journalist', 'hindu']","[{'text': 'spyware', 'score': 0.5208}, {'text': 'journalist', 'score': 0.4119}, {'text': 'hindu', 'score': 0.3212}]",hindu,Pro Opp,hindu,Neutral ,"no stance taken on hindus. only ""The Hindu"" newspaper mentioned. ",
288097,"Will the NIA investigate how this Hindu man was radicalized, what speeches inspired this terrorist to shoot at students at Jamia while cops stood as mute spectators. Will Anurag Thakur and his ilk be thrown behind bars for radicalizing Hindu boys in the country. https://t.co/30uLp36ttS",Pro OPP,"['terrorist', 'hindu', 'bars']","[{'text': 'terrorist', 'score': 0.4871}, {'text': 'hindu', 'score': 0.4694}, {'text': 'bars', 'score': 0.0493}]",hindu,Pro Opp,hindu,For ,shows that young hindu boys are being radicalised and that this needs to be investigated by the NIA. ,
1600446,"Hi,
My name is Aditya
I am Brahmin by Caste
Hindu by Birth
Indian by Nationality
Human by Nature

And I reject RSS.",Pro OPP,"['hindu', 'reject', 'name']","[{'text': 'hindu', 'score': 0.6195}, {'text': 'reject', 'score': 0.3348}, {'text': 'name', 'score': 0.3296}]",hindu,Pro Opp,hindu,For ,shows that hindus reject RSS severe ideology. ,
2851577,"Caste Hindu NGO owner Sunil Shukla gave his private part in the mouth of Dalit minor childrens, had called them home on the pretext of giving them books, obscene behavior with children embarrasses humanity, The incident is from varanasi, UP. https://t.co/lyg6NpAGvA",Pro OPP,"['hindu', 'private', 'embarrasses']","[{'text': 'hindu', 'score': 0.541}, {'text': 'private', 'score': 0.3442}, {'text': 'embarrasses', 'score': 0.1858}]",hindu,Pro Opp,hindu,Against ,shows how oppressive the hindu caste system continues to be. ,
2640815,"An upper-caste Hindu man has raped two minor Muslim girls and killed one of them in UP, India. What can anyone say, particularly when the #BilkisBano case has further 'empowered' upper caste men!!!",Pro OPP,"['hindu', 'raped', 'killed']","[{'text': 'hindu', 'score': 0.4998}, {'text': 'raped', 'score': 0.4285}, {'text': 'killed', 'score': 0.2212}]",hindu,Pro Opp,hindu,Against ,shows the oppression and torture upper caste hindu men perpetrate. ,
388346,Surely unconstitutional for a political entity to address a religious community. India is a secular democracy @Tejasvi_Surya not @BJP4India hideous version of Hindutva theocracy. This is @narendramodi  #NewIndia @nytimes @BBCWorld @AFP @guardian @TIME @cnni @NewYorker @AJEnglish https://t.co/3Jlc4lmHeZ,Pro OPP,"['hindutva', 'unconstitutional', 'bbcworld']","[{'text': 'hindutva', 'score': 0.5545}, {'text': 'unconstitutional', 'score': 0.3771}, {'text': 'bbcworld', 'score': 0.1522}]",hindu,Pro Opp,hindu,Against ,shows how modi is turning a secular democracy like india into a hideous version of Hindutva. ,
24727,The Hindutva NRI walas don't want to back the American disaster but will definitely back the Indian disaster because the governance here doesn't have an impact on their lives. Biggest bunch of hypocrites. https://t.co/rOTd4K5dAZ,Pro OPP,"['hindutva', 'disaster', 'hypocrites']","[{'text': 'hindutva', 'score': 0.4023}, {'text': 'disaster', 'score': 0.3645}, {'text': 'hypocrites', 'score': 0.2948}]",hindu,Pro Opp,hindu,Against ,calling Hindutva NRI hypocrites. ,
2332582,"They are not even Muslims, they are Dalits! Upper caste Hindus attack Dalits in MP, India for celebrating Navratri. https://t.co/Y3Dbc7qdxJ",Pro OPP,"['hindus', 'attack', 'celebrating']","[{'text': 'hindus', 'score': 0.6621}, {'text': 'attack', 'score': 0.2471}, {'text': 'celebrating', 'score': 0.22}]",hindu,Pro Opp,hindu,Against ,shows how oppressive the hindu caste system continues to be. ,
2822358,#Casteism Caste Hindu people insulted the Babasaheb Ambedkar poster in Khamgaon village of Buldhana district of Maharashtra. https://t.co/FaTij0JmyH,Pro OPP,"['hindu', 'insulted', 'district']","[{'text': 'hindu', 'score': 0.6168}, {'text': 'insulted', 'score': 0.4552}, {'text': 'district', 'score': 0.2138}]",hindu,Pro Opp,hindu,Against ,shows how oppressive the hindu caste system continues to be. ,
2874038,"This is from Bastar, Chhattisgarh. 

Hindus took oath for economic boycott of Muslims and Christians. 

Let the world see apartheid in ""Secular Democratic India"".  
@fernanddev https://t.co/aFeApACtLy",Pro OPP,"['hindus', 'boycott', 'oath']","[{'text': 'hindus', 'score': 0.6196}, {'text': 'boycott', 'score': 0.4136}, {'text': 'oath', 'score': 0.2736}]",hindu,Pro Opp,hindu,Against ,Hindus conducting apartheid in india. ,
1967261,"Hindu women with just one child, you are nagin according to Yati Narsinghanand. 
https://t.co/q08ZoA8WWF",Pro OPP,"['hindu', 'narsinghanand', 'one']","[{'text': 'hindu', 'score': 0.5355}, {'text': 'narsinghanand', 'score': 0.4162}, {'text': 'one', 'score': 0.4152}]",hindu,Pro Opp,hindu,Against ,targeting hindu women who bear only one child. ,
921200,"Hindutva is terrible at business. 
Pays double despite being ""gujarati"" 
Egypt, a Muslim nation, pays less. 
True? 
😱😱😱😱😱😱 https://t.co/4sXkHXI3I2",Pro OPP,"['hindutva', 'business', 'terrible']","[{'text': 'hindutva', 'score': 0.4722}, {'text': 'business', 'score': 0.2092}, {'text': 'terrible', 'score': 0.1787}]",hindu,Pro Opp,hindu,Against ,says hindutva is terrible at business and only uplifts hindus. ,
1346150,"Badri Raina writes that Rahul Gandhi's Speech Differentiating Hinduism and Hindutva Was a Watershed Moment 

https://t.co/UBtDTC9yvX via @thewire_in",Pro OPP,"['hindutva', 'speech', 'thewire_in']","[{'text': 'hindutva', 'score': 0.6688}, {'text': 'speech', 'score': 0.3218}, {'text': 'thewire_in', 'score': 0.157}]",hindu,Pro Opp,hindu,Neutral ,no stance taken on hindus. only news being delivered. ,
2749219,"""Real Hindus Don't Lynch"" 
Indian Americans Protesting Against Modi in New York. https://t.co/Dt7ERUtmrU",Pro OPP,"['hindus', 'protesting', 'york']","[{'text': 'hindus', 'score': 0.5417}, {'text': 'protesting', 'score': 0.4666}, {'text': 'york', 'score': 0.339}]",hindu,Pro Opp,hindu,For ,saying that real hindus dont lynch. ,
2898899,"“The protection of the Muslim minority in a Hindu majority India is worth mentioning. If I had a conversation with PM Modi, who I know well, part of my argument would be that if you don’t protect the rights of ethnic minorities in India, there is a strong possibility that India… https://t.co/EPXCmPIxZg https://t.co/FE9bKAUSve",Pro OPP,"['hindu', 'minority', 'protection']","[{'text': 'hindu', 'score': 0.5004}, {'text': 'minority', 'score': 0.4263}, {'text': 'protection', 'score': 0.284}]",hindu,Pro Opp,hindu,For ,shows that protection of muslim minority in a hindu majority is important. ,
111305,"#Verified

👉Kapil Gujjar joins BJP, full video

👉On Feb 1, he shot at anti-CAA protesters at #ShaheenBagh &amp; said, 'only hindus will rule India'

👉On Jan 27, Desh ke gaddaro ko Goli maro sa** ko slogan was raised in India's Junior finance Minister Anurag Thakur's rally  👇 https://t.co/dsEyGHY0hh",Pro OPP,"['hindus', 'protesters', 'shot']","[{'text': 'hindus', 'score': 0.486}, {'text': 'protesters', 'score': 0.3367}, {'text': 'shot', 'score': 0.1999}]",hindu,Pro Opp,hindu,Against ,"shows how slogans of ""only hindus will rule india"" were yelled in anti-CAA protests and violence was conducted. ",
267880,"Hindu COVID wards and Muslim COVID wards in Ahmedabad hospital.
What a shame! https://t.co/he5zmM3bwk",Pro OPP,"['hindu', 'hospital', 'shame']","[{'text': 'hindu', 'score': 0.5484}, {'text': 'hospital', 'score': 0.4761}, {'text': 'shame', 'score': 0.32}]",hindu,Pro Opp,hindu,Against ,shows how muslims and hindus had separate covid wards and how it is shameful. ,
2538889,"After Khargone, the NDMC orders demolition of homes alleged to be involved in stone pelting.
This is blatantly illegal &amp; comes after the local police allowed violently provocative Hindu Dharm sansads&amp; processions near mosques.
Will the SC watch the bulldozing of our Constitution?",Pro OPP,"['demolition', 'hindu', 'constitution']","[{'text': 'demolition', 'score': 0.4154}, {'text': 'hindu', 'score': 0.3708}, {'text': 'constitution', 'score': 0.2689}]",hindu,Pro Opp,hindu,Against ,says law is biased towards hindu and allows bulldozing of our constitution. ,
194152,"Two of my colleagues @arvindgunasekar and @saurabhshukla_s were badly beaten by a mob just now in Delhi, they only stopped beating them after realising they are “our people- Hindus”. Absolutely despicable.",Pro OPP,"['beaten', 'hindus', 'despicable']","[{'text': 'beaten', 'score': 0.5888}, {'text': 'hindus', 'score': 0.5206}, {'text': 'despicable', 'score': 0.2951}]",hindu,Pro Opp,hindu,Against ,violence conducted by hindus. ,
2687370,"This young Hindu man single handedly stopped the mob from abusing and committing violence against Muslim street vendors. Kudos to him.

This is what all Hindus must do but most people don't stand up and speak out when right-wing mobs like these harass, beat and lynch minorities. https://t.co/KTJqtIkMUu",Pro OPP,"['hindus', 'mobs', 'stopped']","[{'text': 'hindus', 'score': 0.5331}, {'text': 'mobs', 'score': 0.4452}, {'text': 'stopped', 'score': 0.1836}]",hindu,Pro Opp,hindu,For ,gives example of a good brave and secular hindu man and calls for people to be more like him. ,
2277938,"FACT: 

You can make any joke on Hinduism if you’re pro-BJP. Nothing would ever happen to you.  

👇 https://t.co/sq6DMdpv2T",Pro OPP,"['hinduism', 'would', 'nothing']","[{'text': 'hinduism', 'score': 0.599}, {'text': 'would', 'score': 0.2449}, {'text': 'nothing', 'score': 0.1819}]",hindu,Pro Opp,hindu,Against ,shows how jokes on hinduism are not tolerated if youre not pro-bjp. ,
1294692,"@RahulGandhi It's important for Rahul G to make people aware of the nuances of Hinduism as opposed to the hardliner Hindutva ideology practised by RSS-BJP to put aside the arguments on religion&amp; focus on more pertinent issues like unemployment,covid Mismanagement&amp;lack of dev. under Modi govt https://t.co/m2suUk31BT",Pro OPP,"['hinduism', 'hardliner', 'unemployment']","[{'text': 'hinduism', 'score': 0.6873}, {'text': 'hardliner', 'score': 0.1256}, {'text': 'unemployment', 'score': 0.0585}]",hindu,Pro Opp,hindu,For ,mentions how through Rahul Gandhi it is important for ppl to realise the nuances of hinduism as opposed to modi's hardline strategy. ,
269235,"Ahead of the anniversary of the scrapping of J&amp;K’s special status, Naeem Akhtar, PDP leader and ex-minister in the J&amp;K govt said the Modi govt has made Kashmir the “foundation stone” of its attempts to remake India as a ‘Hindu rashtra’. | @khanumarfa

https://t.co/EdJO8N99wX",Pro OPP,"['hindu', 'remake', 'pdp']","[{'text': 'hindu', 'score': 0.5577}, {'text': 'remake', 'score': 0.2674}, {'text': 'pdp', 'score': 0.0839}]",hindu,Pro Opp,hindu,Against ,"shows how modi wants to use kashmir as a founding stone for his ""hindu rashtra"". ",
710679,"@SimmiAhuja_ @DrJwalaG @ShashiTharoor @Mehboobp1 People who use Ram's name for their sinister purpose, are enemies of Hinduism. No wonder thousands of Hindu dead bodies floated on Ganga under Modi and Yogi regimes. This is the true face of BJP and RSS.",Pro OPP,"['hindu', 'dead', 'mehboobp1']","[{'text': 'hindu', 'score': 0.655}, {'text': 'dead', 'score': 0.2158}, {'text': 'mehboobp1', 'score': 0.2}]",hindu,Pro Opp,hindu,For ,shows that the true enemies of hinduism are those that use it for the wrong purpose such as modi and yogi. ,
697657,"Hindutvawadis who want Taliban style governance in India (the Taliban want to impose 1700-year-old Sharia in Afghanistan, the Hindutva group want to impose Manusmriti, a 2200-year-old system) are celebrating the murder of a brave journalist by their contemporaries in Afghanistan.",Pro OPP,"['hindutvawadis', 'taliban', 'journalist']","[{'text': 'hindutvawadis', 'score': 0.527}, {'text': 'taliban', 'score': 0.5233}, {'text': 'journalist', 'score': 0.2952}]",hindu,Pro Opp,hindu,For ,against hindutva not hindus. ,
2688825,Earthy wisdom — how BJP fools the Hindus. https://t.co/v92JBbTe1a,Pro OPP,"['hindus', 'fools', 'wisdom']","[{'text': 'hindus', 'score': 0.73}, {'text': 'fools', 'score': 0.4142}, {'text': 'wisdom', 'score': 0.4118}]",hindu,Pro Opp,hindu,For ,shows that bjp is fooling hindus ,
1418110,"BJP is not nationalism.
RSS is not Hinduism.
Period.",Pro OPP,"['hinduism', 'rss', 'not']","[{'text': 'hinduism', 'score': 0.5369}, {'text': 'rss', 'score': 0.4675}, {'text': 'not', 'score': 0.2444}]",hindu,Pro Opp,hindu,For ,says that bjp and rss do not constitute hinduism.,
515923,"Whatever the results of the Bihar polls might be, there are important lessons from the campaign. I reflect on some of them. @the_hindu https://t.co/6tCCzYZSnh",Pro OPP,"['polls', 'lessons', 'the_hindu']","[{'text': 'polls', 'score': 0.4779}, {'text': 'lessons', 'score': 0.2762}, {'text': 'the_hindu', 'score': 0.2589}]",hindu,Pro Opp,hindu,Neutral ,no stance on hindus ,
305673,"Gal PYAR Di Kariye.. Dharm Koi V Ladai Ni Sikhaunda..🙏🏾

Hindu-Sikh-Muslim-Isai-Jaini-Bodhi

Sab Bhara Ne 1 Dujey De 🙏🏾

BHARAT ES KAR KE HEE DUNIA TE VAKHRA AA.. KION KE ETHEY SAB PYAAR NAAL REHNDE NE 🙏🏾

Har Dharm Da Satkaar Kita Janda 🙏🏾 https://t.co/dis0vUaRDa",Pro OPP,"['hindu', 'koi', 'ne']","[{'text': 'hindu', 'score': 0.6304}, {'text': 'koi', 'score': 0.4544}, {'text': 'ne', 'score': 0.1812}]",hindu,Pro Opp,hindu,For ,saying all religions are equal and we should live in harmony. ,
362391,*Garv se bolo main Hindu hoon par BJP ka samarthak nahi*,Pro OPP,"['hindu', 'hoon', 'bjp']","[{'text': 'hindu', 'score': 0.7503}, {'text': 'hoon', 'score': 0.3083}, {'text': 'bjp', 'score': 0.2905}]",hindu,Pro Opp,hindu,For ,feel pride in being hindu but not associated with BJP. ,
1012950,The key to India's survival is India's realization of the difference between Hindutvawadis and Hindus. Rahul Gandhi is the only politician who makes this point at the national level.,Pro OPP,"['hindus', 'survival', 'politician']","[{'text': 'hindus', 'score': 0.644}, {'text': 'survival', 'score': 0.2856}, {'text': 'politician', 'score': 0.2617}]",hindu,Pro Opp,hindu,For ,drawing a difference between hindutva and hinduism. saying thats the only way india is going to survive. ,
1249667,"Why are images/videos of cremation grounds hurting them? Why do they want to stop such reportage? Coz they came to power advertising that they're the saviour of Hindus, their votes came from saving Hindus from imaginary enemies. Endlessly burning pyres hurts that narrative.",Pro OPP,"['hindus', 'cremation', 'advertising']","[{'text': 'hindus', 'score': 0.463}, {'text': 'cremation', 'score': 0.3263}, {'text': 'advertising', 'score': 0.1036}]",hindu,Pro Opp,hindu,For ,"showing how hindu rituals are manipulated to create a narrative of being a ""hindu savior"" in politics. ",
2049525,If India’s Hindus can read it and learn from Singhalese from Sri Lanka! https://t.co/RBtJeFNVb3,Pro OPP,"['hindus', 'learn', 'singhalese']","[{'text': 'hindus', 'score': 0.6453}, {'text': 'learn', 'score': 0.3107}, {'text': 'singhalese', 'score': 0.2865}]",hindu,Pro Opp,hindu,Against ,asking hindus to learn from singhalese.,
547710,Owaisi has consistently attacked the Congress by calling it a party that blatantly promotes Hindutva. So why all this moral indignation if Congress calls it BJP’s B-team or that it cuts votes? Political rivals will attack each other. Big deal.,Pro OPP,"['hindutva', 'congress', 'indignation']","[{'text': 'hindutva', 'score': 0.464}, {'text': 'congress', 'score': 0.4457}, {'text': 'indignation', 'score': 0.3416}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
1787531,"@ShashiTharoor @sunitaviswanath RSS' #Hindutva is an anti-Hindu project, whereas Hinduism is an inclusive faith that takes in Hindus and non-Hindus alike. https://t.co/s9AVreSOeK",Pro OPP,"['hinduism', 'rss', 'non']","[{'text': 'hinduism', 'score': 0.7261}, {'text': 'rss', 'score': 0.4355}, {'text': 'non', 'score': 0.0536}]",hindu,Pro Opp,hindu,For ,draws a difference between the oppresive nature of Hindutva and the inclusive faith of hinduism. ,
1658530,"You are the enemy of Hindus. You Sanghis have converted the ideology of Hindutva into communalism by a well-planned conspiracy, and when someone opposing this conspiracy, you simply call it anti-Hindu.
Now the mask has been removed from your face.

@RahulGandhi @priyankagandhi https://t.co/OslF2iNJov",Pro OPP,"['hindutva', 'your', 'mask']","[{'text': 'hindutva', 'score': 0.6034}, {'text': 'your', 'score': 0.2944}, {'text': 'mask', 'score': 0.2644}]",hindu,Pro Opp,hindu,For ,showing how hindutva is the real enemy of hindus as it promotes communalism. ,
1410960,"We can’t be okay with Hindutva terror &amp; be all shocked &amp; devastated at Taliban terror.. &amp;
We can’t be chill with #Taliban terror; and then be all indignant about #Hindutva terror!
Our humanitarian &amp; ethical values should not be based on identity of the oppressor or oppressed.",Pro OPP,"['terror', 'hindutva', 'values']","[{'text': 'terror', 'score': 0.5075}, {'text': 'hindutva', 'score': 0.4427}, {'text': 'values', 'score': 0.1206}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
825556,"Girls, Hindutva minister says don't wear jeans to protect Hindu culture 
🤣🤣🤣🤣🤣 https://t.co/hpspYleM2c",Pro OPP,"['wear', 'hindutva', 'minister']","[{'text': 'wear', 'score': 0.4676}, {'text': 'hindutva', 'score': 0.4211}, {'text': 'minister', 'score': 0.0928}]",hindu,Pro Opp,hindu,For ,shows how hindutva is ruining hindu culture ,
140060,"NANAK NAAM CHARDI KALAA.. TERE BHANE SARBAT DA BHALAA 

Kush Lok Protest Ko Hindu-Sikh ki Ladai Bana Ne Mai Lagey Hue Hain.. Jabki Baat Sirf Kisaan Ki Ho Rahi Hai.. Dharm Ki Baat Toh Hai Hee Nahi🙏🏾

Koi bhi Dharm Ladai Ki Baat Nahi Karta🙏🏾

Rab Da Vasta🙏🏾

#farmerprotest",Pro OPP,"['hindu', 'protest', 'ho']","[{'text': 'hindu', 'score': 0.6057}, {'text': 'protest', 'score': 0.4742}, {'text': 'ho', 'score': 0.294}]",hindu,Pro Opp,hindu,For ,saying that the farmers protest is not about religion but some ppl are trying to make it into one. ,
2315098,"Breaking News 

One of the killer of Hindu Shopkeeper Kanhaiyalal, Riyaz Atari was closely related to Rajasthan BJP unit

Source : IndiaToday https://t.co/7DiwYYx9gE",Pro OPP,"['hindu', 'atari', 'shopkeeper']","[{'text': 'hindu', 'score': 0.5456}, {'text': 'atari', 'score': 0.5017}, {'text': 'shopkeeper', 'score': 0.0946}]",hindu,Pro Opp,hindu,For ,shows how even hindus are killed and targeted by BJP. ,
624042,"I haven’t said a single line this man is quoting this deeply hurts my sentiments as a Hindu,
This is Malicious at the very least, My show in Perth is over &amp; I’m moving on, this is the real face of the Hindu NRI, they’re Hindu to spread hate &amp; falsehood to protect their master... https://t.co/hMGDYaWZ6n",Pro OPP,"['hindu', 'falsehood', 'hurts']","[{'text': 'hindu', 'score': 0.5835}, {'text': 'falsehood', 'score': 0.3442}, {'text': 'hurts', 'score': 0.1705}]",hindu,Pro Opp,hindu,For ,shows hindu sentiments being hurt ,
1063754,"This sick, sleazy man is abusing housewives and other women. Why does this criminal have free run in Uttar Pradesh @myogiadityanath? Do you endorse his abuse of Hindu women? https://t.co/qruHJU8qsJ",Pro OPP,"['hindu', 'criminal', 'housewives']","[{'text': 'hindu', 'score': 0.4804}, {'text': 'criminal', 'score': 0.3616}, {'text': 'housewives', 'score': 0.2139}]",hindu,Pro Opp,hindu,for ,shows how hindu women are unsafe at the hand of UP politicians. ,
382430,This is the prominent Lanka-Dafi road adjacent to Banaras Hindu University in Varanasi. Drain overflowing on road is a perennial problem here. Nothing has changed. https://t.co/mMqGug1EAL,Pro OPP,"['road', 'overflowing', 'hindu']","[{'text': 'road', 'score': 0.5345}, {'text': 'overflowing', 'score': 0.3773}, {'text': 'hindu', 'score': 0.216}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
853108,Ramachandra Guha: Modi’s Hindutva irrationality makes India’s war on Covid-19 even more difficult https://t.co/UXjs37ledg,Pro OPP,"['hindutva', 'war', 'irrationality']","[{'text': 'hindutva', 'score': 0.6417}, {'text': 'war', 'score': 0.3741}, {'text': 'irrationality', 'score': 0.3173}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
1540028,This was first reported here by @Live_Hindustan https://t.co/Wnv0XdHjGy,Pro OPP,"['live_hindustan', 'here', 'first']","[{'text': 'live_hindustan', 'score': 0.7021}, {'text': 'here', 'score': 0.3445}, {'text': 'first', 'score': 0.2547}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
728312,"Amarnath yatra is getting a green signal, 6 lakhs will gather. Uttarakhand govt is preparing for char dham yatra in May. Hindus need to run away from BJP and RSS as far as possible if they want to stay alive.",Pro OPP,"['hindus', 'signal', 'preparing']","[{'text': 'hindus', 'score': 0.564}, {'text': 'signal', 'score': 0.358}, {'text': 'preparing', 'score': 0.1416}]",hindu,Pro Opp,hindu,For ,claims that hindus need to run away from BJP to survive. ,
2907543,"RSS' views on #Karnataka defeat: 

▪️The result has surprised many, though they r not shocking. 

▪️Without strong leadership &amp;  effective delivery at the regional level, PM Modi’s charisma and Hindutva as an ideological glue would not be sufficient. 
   https://t.co/rs6zmFXvuM",Pro OPP,"['defeat', 'hindutva', 'leadership']","[{'text': 'defeat', 'score': 0.4533}, {'text': 'hindutva', 'score': 0.4204}, {'text': 'leadership', 'score': 0.3119}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
1773202,"Good morning

Daily reminder : Sanghis are NOT Hindus and Narendra Modi is NOT India.",Pro OPP,"['hindus', 'not', 'morning']","[{'text': 'hindus', 'score': 0.6017}, {'text': 'not', 'score': 0.3923}, {'text': 'morning', 'score': 0.3212}]",hindu,Pro Opp,hindu,For ,shows that hindus are separate from sanghis and hindutva. ,
771783,"Hinduism:One of the world’s oldest religions followed by millions of peaceful people.
Hindutva:An ideology that seeks to establish d supremacy/hegemony of Hindu religion over others.
Closest parallel to Hindutva wud be Islamism or Political Islam.
Not that difficult to understand",Pro OPP,"['hinduism', 'oldest', 'parallel']","[{'text': 'hinduism', 'score': 0.7091}, {'text': 'oldest', 'score': 0.3834}, {'text': 'parallel', 'score': 0.099}]",hindu,Pro Opp,hindu,For ,marks a clear difference between hinduism and hindutva. ,
2855450,"Hindutva groups do this all the time in the name of so called love jihad. There are laws in different BJP-run states that abet it. What India needs is greater protection to inter-faith couples but those people demand it get attacked as anti-nationals. 
1/2 https://t.co/9P5WfaSaGz",Pro OPP,"['hindutva', 'couples', 'protection']","[{'text': 'hindutva', 'score': 0.5684}, {'text': 'couples', 'score': 0.2379}, {'text': 'protection', 'score': 0.1831}]",hindu,Pro Opp,hindu,For ,hindutva as an ideology is harmful to all communities. ,
1429549,"Yati Narasinghanand promises to give 1 crore to any Hindu Sanyasi is ready to become Prabhakaran. Says they need people like Prabhakaran, Bhindranwale &amp; Shabeg Singh. 'Jab tak ek Prabhakaran ek Bhindranwale aur ek Shabeg Singh tab tak Hindu Bach nahi sakta' #HaridwarHateAssembly https://t.co/vHLFcGG4cC",Pro OPP,"['hindu', 'promises', 'hate']","[{'text': 'hindu', 'score': 0.6199}, {'text': 'promises', 'score': 0.3349}, {'text': 'hate', 'score': 0.2231}]",hindu,Pro Opp,hindu,For ,shows how hindus are being bribed. ,
2296083,"Hindutva Fascists are mocking, discouraging, threatening and even beating up Muslims who are/want to participate in celebrations of Hindu festivals. 
They are destroying the last bit of whatever has remained of India and its composite culture.",Pro OPP,"['hindutva', 'fascists', 'composite']","[{'text': 'hindutva', 'score': 0.5585}, {'text': 'fascists', 'score': 0.4988}, {'text': 'composite', 'score': 0.0654}]",hindu,Pro Opp,hindu,For ,shows how hindutva is the real enemy of india and harmony. ,
1425347,"Propaganda website Then : Yay! Holy symbol of Khalsa was unfurled at Red fort during Mughal rule.

Propaganda website Now : Hindus must ask if... https://t.co/VVDWwHVLWm",Pro OPP,"['hindus', 'propaganda', 'unfurled']","[{'text': 'hindus', 'score': 0.5569}, {'text': 'propaganda', 'score': 0.4322}, {'text': 'unfurled', 'score': 0.292}]",hindu,Pro Opp,hindu,For ,shows how propoganda websites incite communalism in hindus. ,
2698967,"Right-wing activist #KajalHindusthani today surrendered in connection with the #HateSpeech case. She was arrested and produced before a court which remanded her to #JudicialCustody.

Her speech on the occasion of #RamNavami had allegedly caused a #CommunalClash in Una on April 1. https://t.co/NiZ3rfeu5p",Pro OPP,"['surrendered', 'hindus', 'arrested']","[{'text': 'surrendered', 'score': 0.5462}, {'text': 'hindus', 'score': 0.4601}, {'text': 'arrested', 'score': 0.3334}]",hindu,Pro Opp,hindu,For ,shows how certain individuals spread hate speech. ,
670683,"‘As a Hindu, a confirmed vegetarian &amp; worshipper of cow, whom I regard with same veneration as I regard my mother. I maintain that Muslims (non Hindus) should have full freedom to slaughter cows if they wish…..’- M. K. Gandhi, Harijan: April 27, 1940.(1 of 2)",Pro OPP,"['hindus', 'vegetarian', 'cows']","[{'text': 'hindus', 'score': 0.5753}, {'text': 'vegetarian', 'score': 0.4755}, {'text': 'cows', 'score': 0.4062}]",hindu,Pro Opp,hindu,For ,shows how gandhi believed hinduism is an inclusive faith. ,
256885,"Arnab further said:

""Sonia Gandhi is quiet today, but I think she feels happy that Hindu sants were killed in a state where Congress has a stake in the govt. She will send a report to Italy that she is getting Hindu sants killed in Maharashtra.""

BLATANT COMMUNALIZATION

(3/5)",Pro OPP,"['hindu', 'killed', 'italy']","[{'text': 'hindu', 'score': 0.5341}, {'text': 'killed', 'score': 0.3672}, {'text': 'italy', 'score': 0.2006}]",hindu,Pro Opp,hindu,For ,shows how hindus are being killed and how congress is being blamed for it . ,
843803,The 'Deshbhakti' (Hindu Nationalism) Khela in Delhi between BJP &amp; AAP https://t.co/1Fc49wHTA9,Pro OPP,"['hindu', 'nationalism', 'amp']","[{'text': 'hindu', 'score': 0.6893}, {'text': 'nationalism', 'score': 0.4787}, {'text': 'amp', 'score': 0.0645}]",hindu,Pro Opp,hindu,neutral ,no stance on hindus. ,
